titulo,descripcion,categoria,latitud,longitud,fecha
"Nevada en Caleta Olivia, Santa Cruz: rutas con baja adherencia",Se registran nevadas sobre un acceso principal. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas.,Nevada,-46.423968,-67.537806,2/27/2025
"Incendio forestal cerca de General Roca, Río Negro: humo visible",Se reporta un foco de incendio en vegetación en la zona céntrica. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire.,Incendio forestal,-39.028905,-67.588812,8/3/2025
"Calles anegadas en Santa Fe, Santa Fe tras lluvias intensas","Vecinos informan (esta mañana) anegamientos y acumulación de agua en un barrio residencial. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-31.611465,-60.724747,12/11/2025
"Incendio en San Luis, San Luis: bomberos trabajan en el lugar",Se reporta un incendio cerca de una estación de servicio. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-33.318054,-66.333923,2/8/2025
"Choque en San Martín (Mza), Mendoza: tránsito reducido",Testigos informan un accidente de tránsito en un puente/viaducto. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-33.100676,-68.484149,6/5/2025
"Ráfagas fuertes en San Isidro, Buenos Aires: caída de ramas y carteles","Se reportan (en las últimas horas) ráfagas intensas en un corredor comercial. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-34.460926,-58.523807,7/19/2025
"Choque en Chilecito, La Rioja: tránsito reducido","Testigos informan (al mediodía) un accidente de tránsito en un barrio residencial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-29.146782,-67.52034,6/13/2024
"Incendio forestal cerca de Ushuaia, Tierra del Fuego: humo visible",Se reporta un foco de incendio en vegetación en la salida hacia la ruta. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos.,Incendio forestal,-54.783034,-68.291861,11/28/2024
"Incendio forestal cerca de Ushuaia, Tierra del Fuego: humo visible","Se reporta (esta tarde) un foco de incendio en vegetación en un puente/viaducto. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-54.787605,-68.303426,1/3/2024
"Alerta por robos en Rosario, Santa Fe: piden reforzar cuidados",Se reportan hechos de inseguridad cerca de un parque/plaza. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-32.94515,-60.672354,5/28/2025
"Incendio en Posadas, Misiones: bomberos trabajan en el lugar","Se reporta un incendio en un puente/viaducto. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-27.380715,-55.89386,1/22/2025
"Calles anegadas en Mar del Plata, Buenos Aires tras lluvias intensas",Vecinos informan anegamientos y acumulación de agua en un área industrial. Hay demoras en el tránsito y se solicita circular con precaución.,Inundación,-38.03094,-57.526439,6/24/2024
"Choque en Corrientes, Corrientes: tránsito reducido",Testigos informan un accidente de tránsito en un área industrial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-27.449242,-58.837712,7/21/2024
"Incendio en Tafí del Valle, Tucumán: bomberos trabajan en el lugar","Se reporta un incendio en la salida hacia la ruta. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-26.876287,-65.692002,7/7/2024
"Corte de luz en Rafaela, Santa Fe: cuadrillas revisan la red","Se registran interrupciones del servicio eléctrico cerca de una estación de servicio. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-31.237454,-61.508414,7/1/2025
"Ráfagas fuertes en Puerto Madryn, Chubut: caída de ramas y carteles","Se reportan ráfagas intensas cerca de una estación de servicio. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-42.75754,-65.049342,11/8/2025
"Atención: aumento de consultas respiratorias en Villa Carlos Paz, Córdoba","Vecinos informan alta demanda en guardias en un corredor comercial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-31.418526,-64.470275,3/23/2024
"Deslizamiento de ladera en Puerto Madryn, Chubut: precaución en accesos","Se reporta (esta noche) un deslizamiento de tierra/rocas en la salida hacia la ruta. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-42.765285,-65.034878,12/10/2025
"Choque en Tandil, Buenos Aires: tránsito reducido","Testigos informan un accidente de tránsito sobre un acceso principal. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-37.332429,-59.152826,4/25/2025
"Demoras en transporte en San Clemente del Tuyú, Buenos Aires","Usuarios informan (esta tarde) demoras y cancelaciones en la salida hacia la ruta. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-36.32752,-56.693166,9/27/2024
"Corte parcial por protesta en Tandil, Buenos Aires","Vecinos informan (esta noche) una manifestación cerca de un parque/plaza. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-37.348972,-59.116655,11/1/2024
"Incendio en Pinamar, Buenos Aires: bomberos trabajan en el lugar",Se reporta un incendio en un barrio residencial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-37.07978,-56.863317,10/10/2024
"Demoras en transporte en Zárate, Buenos Aires","Usuarios informan demoras y cancelaciones cerca de una estación de servicio. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-34.126338,-59.036599,6/2/2024
"Atención: aumento de consultas respiratorias en Trelew, Chubut","Vecinos informan alta demanda en guardias en la salida hacia la ruta. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-43.278587,-65.32714,7/30/2024
"Nevada en San Carlos de Bariloche, Río Negro: rutas con baja adherencia","Se registran nevadas en un puente/viaducto. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-41.137147,-71.305765,2/11/2024
"Incendio forestal cerca de Puerto Madryn, Chubut: humo visible",Se reporta (en las últimas horas) un foco de incendio en vegetación en la zona céntrica. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire.,Incendio forestal,-42.765325,-65.014497,11/11/2024
"Corte de luz en San Clemente del Tuyú, Buenos Aires: cuadrillas revisan la red",Se registran interrupciones del servicio eléctrico en la salida hacia la ruta. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-36.370364,-56.699467,8/15/2024
"Sismo percibido en San Fernando del Valle de Catamarca, Catamarca: sin daños reportados","Usuarios reportan un temblor en un corredor comercial. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. Si tenés info actualizada, comentá para ayudar a otros. (esta mañana).",Sismo,-28.440166,-65.784868,12/7/2025
"Corte de luz en Río Cuarto, Córdoba: cuadrillas revisan la red","Se registran interrupciones del servicio eléctrico en un barrio residencial. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-33.1249,-64.326419,5/4/2025
"Sismo percibido en Salta, Salta: sin daños reportados","Usuarios reportan un temblor cerca de una estación de servicio. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. Si tenés info actualizada, comentá para ayudar a otros. (al mediodía).",Sismo,-24.777671,-65.401411,6/3/2024
"Corte parcial por protesta en Santa Rosa, La Pampa","Vecinos informan (al mediodía) una manifestación en la zona céntrica. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-36.619762,-64.28403,4/18/2024
"Choque en Pergamino, Buenos Aires: tránsito reducido",Testigos informan un accidente de tránsito cerca de una estación de servicio. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-33.88703,-60.548727,4/16/2025
"Corte de luz en La Plata, Buenos Aires: cuadrillas revisan la red",Se registran interrupciones del servicio eléctrico sobre un acceso principal. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-34.932863,-57.934484,2/22/2024
"Calles anegadas en Gualeguaychú, Entre Ríos tras lluvias intensas","Vecinos informan anegamientos y acumulación de agua sobre un acceso principal. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-33.024003,-58.502573,4/26/2024
"Ráfagas fuertes en Caleta Olivia, Santa Cruz: caída de ramas y carteles","Se reportan (esta tarde) ráfagas intensas cerca de un parque/plaza. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-46.438945,-67.510858,7/9/2024
"Incendio en San Francisco, Córdoba: bomberos trabajan en el lugar","Se reporta (esta mañana) un incendio en un área industrial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-31.432487,-62.057175,8/16/2024
"Ráfagas fuertes en General Roca, Río Negro: caída de ramas y carteles","Se reportan ráfagas intensas en la zona céntrica. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-39.016956,-67.555409,6/17/2025
"Alerta por robos en San Nicolás, Buenos Aires: piden reforzar cuidados","Se reportan (en las últimas horas) hechos de inseguridad cerca de una estación de servicio. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-33.320021,-60.190325,4/5/2024
"Calles anegadas en Santa Fe, Santa Fe tras lluvias intensas","Vecinos informan (esta tarde) anegamientos y acumulación de agua en la salida hacia la ruta. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-31.627606,-60.696636,2/18/2024
"Alerta por robos en Posadas, Misiones: piden reforzar cuidados",Se reportan (al mediodía) hechos de inseguridad sobre un acceso principal. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-27.350559,-55.929715,5/17/2024
"Calles anegadas en La Plata, Buenos Aires tras lluvias intensas","Vecinos informan (esta mañana) anegamientos y acumulación de agua cerca de una estación de servicio. Hay demoras en el tránsito y se solicita circular con precaución. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-34.94577,-57.964322,9/1/2024
"Corte de luz en Ciudad Autónoma de Buenos Aires, CABA: cuadrillas revisan la red","Se registran interrupciones del servicio eléctrico en un área industrial. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-34.603276,-58.409393,4/13/2024
"Calles anegadas en Pergamino, Buenos Aires tras lluvias intensas","Vecinos informan anegamientos y acumulación de agua en un barrio residencial. Hay demoras en el tránsito y se solicita circular con precaución. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-33.901277,-60.579664,5/2/2025
"Incendio en Puerto Madryn, Chubut: bomberos trabajan en el lugar","Se reporta (esta noche) un incendio en un área industrial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-42.771383,-65.045645,9/8/2025
"Incendio en La Rioja, La Rioja: bomberos trabajan en el lugar",Se reporta un incendio en un área industrial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-29.442047,-66.876877,6/3/2025
"Atención: aumento de consultas respiratorias en Malargüe, Mendoza",Vecinos informan alta demanda en guardias cerca de un parque/plaza. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-35.467715,-69.596977,9/19/2024
"Alerta por robos en Bahía Blanca, Buenos Aires: piden reforzar cuidados","Se reportan hechos de inseguridad sobre un acceso principal. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-38.735221,-62.282632,5/19/2024
"Choque en Puerto Iguazú, Misiones: tránsito reducido","Testigos informan un accidente de tránsito en inmediaciones de una escuela. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-25.627615,-54.552222,11/26/2025
"Altas temperaturas en Orán, Salta: alertan por golpe de calor","Se reportan temperaturas elevadas en inmediaciones de una escuela. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde. Si tenés info actualizada, comentá para ayudar a otros.",Ola de calor,-23.120291,-64.312257,8/22/2025
"Choque en Corrientes, Corrientes: tránsito reducido","Testigos informan (en las últimas horas) un accidente de tránsito en un corredor comercial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-27.469861,-58.831509,3/7/2025
"Incendio forestal cerca de Esquel, Chubut: humo visible","Se reporta (esta noche) un foco de incendio en vegetación en inmediaciones de una escuela. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-42.919412,-71.329698,7/21/2024
"Choque en Mar del Plata, Buenos Aires: tránsito reducido","Testigos informan un accidente de tránsito en un corredor comercial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-37.989753,-57.567363,2/1/2024
"Atención: aumento de consultas respiratorias en Concordia, Entre Ríos","Vecinos informan alta demanda en guardias en un corredor comercial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-31.391572,-58.049821,5/30/2024
"Calles anegadas en Posadas, Misiones tras lluvias intensas",Vecinos informan (esta mañana) anegamientos y acumulación de agua en un corredor comercial. Hay demoras en el tránsito y se solicita circular con precaución.,Inundación,-27.375981,-55.872379,2/25/2025
"Atención: aumento de consultas respiratorias en La Rioja, La Rioja","Vecinos informan (en las últimas horas) alta demanda en guardias en un puente/viaducto. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-29.392028,-66.83933,3/27/2025
"Altas temperaturas en Tafí del Valle, Tucumán: alertan por golpe de calor","Se reportan temperaturas elevadas cerca de una estación de servicio. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde.",Ola de calor,-26.828353,-65.697152,11/3/2025
"Atención: aumento de consultas respiratorias en San Miguel de Tucumán, Tucumán","Vecinos informan alta demanda en guardias en un barrio residencial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-26.805724,-65.191429,5/18/2025
"Atención: aumento de consultas respiratorias en San Fernando del Valle de Catamarca, Catamarca",Vecinos informan (en las últimas horas) alta demanda en guardias en un corredor comercial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-28.480012,-65.775464,8/15/2024
"Corte parcial por protesta en Rafaela, Santa Fe",Vecinos informan (al mediodía) una manifestación en inmediaciones de una escuela. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-31.264816,-61.499196,1/23/2025
"Incendio en Pinamar, Buenos Aires: bomberos trabajan en el lugar",Se reporta un incendio en inmediaciones de una escuela. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-37.131625,-56.886302,6/1/2024
"Demoras en transporte en Pergamino, Buenos Aires","Usuarios informan demoras y cancelaciones en la salida hacia la ruta. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-33.892691,-60.59262,4/27/2025
"Calles anegadas en Avellaneda, Buenos Aires tras lluvias intensas",Vecinos informan anegamientos y acumulación de agua en un área industrial. Hay demoras en el tránsito y se solicita circular con precaución.,Inundación,-34.66319,-58.388887,7/19/2025
"Sismo percibido en San Martín (Mza), Mendoza: sin daños reportados","Usuarios reportan un temblor en la zona céntrica. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. En la región suele registrarse actividad sísmica moderada. Si tenés info actualizada, comentá para ayudar a otros.",Sismo,-33.106677,-68.477824,5/15/2025
"Corte parcial por protesta en Quilmes, Buenos Aires",Vecinos informan una manifestación en un barrio residencial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-34.709714,-58.266656,7/9/2025
"Incendio en Río Gallegos, Santa Cruz: bomberos trabajan en el lugar","Se reporta un incendio en la salida hacia la ruta. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-51.607178,-69.21251,9/29/2024
"Corte parcial por protesta en Chilecito, La Rioja","Vecinos informan una manifestación cerca de un parque/plaza. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-29.156319,-67.49792,5/24/2025
"Atención: aumento de consultas respiratorias en San Carlos de Bariloche, Río Negro","Vecinos informan alta demanda en guardias en la zona céntrica. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-41.109386,-71.282084,10/10/2024
"Corte de luz en Mendoza, Mendoza: cuadrillas revisan la red","Se registran (en las últimas horas) interrupciones del servicio eléctrico en un barrio residencial. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-32.912171,-68.847981,9/5/2024
"Demoras en transporte en Pergamino, Buenos Aires","Usuarios informan demoras y cancelaciones sobre un acceso principal. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-33.885232,-60.580264,3/11/2025
"Demoras en transporte en Puerto Iguazú, Misiones",Usuarios informan (esta mañana) demoras y cancelaciones en un puente/viaducto. Se recomienda consultar estados oficiales y prever tiempos extra.,Transporte,-25.581888,-54.570193,11/1/2025
"Incendio en Viedma, Río Negro: bomberos trabajan en el lugar",Se reporta un incendio sobre un acceso principal. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-40.815135,-62.968301,7/18/2024
"Derrame de combustible en Córdoba, Córdoba: calzada resbaladiza","Se reporta un derrame de combustible en un corredor comercial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-31.442265,-64.166835,1/13/2025
"Corte parcial por protesta en Tartagal, Salta","Vecinos informan una manifestación sobre un acceso principal. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-22.49802,-63.793556,11/15/2025
"Corte de luz en San Rafael, Mendoza: cuadrillas revisan la red","Se registran interrupciones del servicio eléctrico en un puente/viaducto. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-34.635703,-68.331216,7/5/2025
"Alerta por robos en Córdoba, Córdoba: piden reforzar cuidados",Se reportan hechos de inseguridad en un puente/viaducto. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-31.439585,-64.159255,1/9/2025
"Incendio forestal cerca de Malargüe, Mendoza: humo visible","Se reporta un foco de incendio en vegetación cerca de un parque/plaza. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-35.472323,-69.575068,12/8/2025
"Choque en San Luis, San Luis: tránsito reducido","Testigos informan un accidente de tránsito en un corredor comercial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-33.305775,-66.364255,5/20/2024
"Choque en Belén, Catamarca: tránsito reducido","Testigos informan (esta noche) un accidente de tránsito en inmediaciones de una escuela. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-27.659889,-67.032902,2/16/2025
"Incendio en Rafaela, Santa Fe: bomberos trabajan en el lugar","Se reporta (en las últimas horas) un incendio en un corredor comercial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-31.227223,-61.509398,12/21/2024
"Choque en Tilcara, Jujuy: tránsito reducido",Testigos informan (en las últimas horas) un accidente de tránsito en inmediaciones de una escuela. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-23.576094,-65.408944,11/16/2025
"Incendio forestal cerca de San Martín de los Andes, Neuquén: humo visible","Se reporta un foco de incendio en vegetación sobre un acceso principal. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-40.144789,-71.344254,3/15/2025
"Calles anegadas en Avellaneda, Buenos Aires tras lluvias intensas","Vecinos informan (al mediodía) anegamientos y acumulación de agua cerca de un parque/plaza. Hay demoras en el tránsito y se solicita circular con precaución. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-34.637924,-58.351372,8/27/2024
"Ráfagas fuertes en Comodoro Rivadavia, Chubut: caída de ramas y carteles","Se reportan ráfagas intensas cerca de un parque/plaza. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-45.859395,-67.511522,3/15/2024
"Atención: aumento de consultas respiratorias en Jáchal, San Juan","Vecinos informan (esta tarde) alta demanda en guardias en un corredor comercial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-30.241163,-68.720714,4/29/2024
"Corte parcial por protesta en Santa Fe, Santa Fe",Vecinos informan una manifestación en un barrio residencial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-31.640978,-60.699226,9/15/2024
"Calles anegadas en Resistencia, Chaco tras lluvias intensas","Vecinos informan anegamientos y acumulación de agua en un corredor comercial. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-27.423329,-58.98935,6/19/2024
"Corte de luz en Bahía Blanca, Buenos Aires: cuadrillas revisan la red",Se registran interrupciones del servicio eléctrico sobre un acceso principal. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-38.712652,-62.265223,3/22/2025
"Choque en Termas de Río Hondo, Santiago del Estero: tránsito reducido","Testigos informan (esta tarde) un accidente de tránsito en un corredor comercial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-27.471278,-64.854518,10/28/2024
"Incendio en Rafaela, Santa Fe: bomberos trabajan en el lugar","Se reporta un incendio en un barrio residencial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-31.249305,-61.501462,3/22/2024
"Atención: aumento de consultas respiratorias en Esquel, Chubut","Vecinos informan alta demanda en guardias sobre un acceso principal. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-42.931365,-71.346086,8/10/2024
"Alerta por robos en San Nicolás, Buenos Aires: piden reforzar cuidados",Se reportan hechos de inseguridad en un barrio residencial. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-33.343284,-60.209642,11/23/2024
"Derrame de combustible en San Nicolás, Buenos Aires: calzada resbaladiza",Se reporta un derrame de combustible en un corredor comercial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-33.322237,-60.187926,2/15/2024
"Atención: aumento de consultas respiratorias en Venado Tuerto, Santa Fe",Vecinos informan (esta mañana) alta demanda en guardias en la zona céntrica. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-33.767547,-61.946589,8/1/2025
"Incendio en Zárate, Buenos Aires: bomberos trabajan en el lugar","Se reporta un incendio cerca de una estación de servicio. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-34.124743,-59.024967,3/22/2025
"Derrame de combustible en La Plata, Buenos Aires: calzada resbaladiza",Se reporta un derrame de combustible cerca de un parque/plaza. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-34.938562,-57.927715,3/25/2024
"Corte de luz en San Francisco, Córdoba: cuadrillas revisan la red",Se registran (esta noche) interrupciones del servicio eléctrico en un área industrial. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-31.447478,-62.07131,9/24/2025
"Altas temperaturas en Tafí del Valle, Tucumán: alertan por golpe de calor","Se reportan temperaturas elevadas cerca de un parque/plaza. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde.",Ola de calor,-26.82866,-65.690287,7/22/2025
"Nevada en Ushuaia, Tierra del Fuego: rutas con baja adherencia",Se registran nevadas en la zona céntrica. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas.,Nevada,-54.811608,-68.283683,11/26/2025
"Sismo percibido en Termas de Río Hondo, Santiago del Estero: sin daños reportados","Usuarios reportan un temblor en la salida hacia la ruta. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. Si tenés info actualizada, comentá para ayudar a otros.",Sismo,-27.473178,-64.851729,8/9/2024
